Index,Protocol,Local Address,Remote Address,Local Port,Remote Port,Local Host,Remote Host,Service Name,Packets,Data Size,Total Size,Data Speed,Capture Time,Last Packet Time,Duration
78,UDP,192.168.0.191,10.0.2.15,50554,78,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:870,10/26/2022 12:36:26 PM:870,00:00.0
79,UDP,192.168.0.191,10.0.2.15,50554,79,Sumedha,,finger,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:870,10/26/2022 12:36:26 PM:870,00:00.0
80,UDP,192.168.0.191,10.0.2.15,50554,80,Sumedha,,http,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:871,10/26/2022 12:36:26 PM:871,00:00.0
81,UDP,192.168.0.191,10.0.2.15,50554,81,Sumedha,,hosts2-ns,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:871,10/26/2022 12:36:26 PM:871,00:00.0
82,UDP,192.168.0.191,10.0.2.15,50554,82,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:871,10/26/2022 12:36:26 PM:871,00:00.0
83,UDP,192.168.0.191,10.0.2.15,50554,83,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:872,10/26/2022 12:36:26 PM:872,00:00.0
84,UDP,192.168.0.191,10.0.2.15,50554,84,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:873,10/26/2022 12:36:26 PM:873,00:00.0
85,UDP,192.168.0.191,10.0.2.15,50554,85,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:875,10/26/2022 12:36:26 PM:875,00:00.0
86,UDP,192.168.0.191,10.0.2.15,50554,86,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:877,10/26/2022 12:36:26 PM:877,00:00.0
87,UDP,192.168.0.191,10.0.2.15,50554,87,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:878,10/26/2022 12:36:26 PM:878,00:00.0
88,UDP,192.168.0.191,10.0.2.15,50554,88,Sumedha,,kerberos,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:879,10/26/2022 12:36:26 PM:879,00:00.0
89,UDP,192.168.0.191,10.0.2.15,50554,89,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:880,10/26/2022 12:36:26 PM:880,00:00.0
90,UDP,192.168.0.191,10.0.2.15,50554,90,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:880,10/26/2022 12:36:26 PM:880,00:00.0
91,UDP,192.168.0.191,10.0.2.15,50554,91,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:881,10/26/2022 12:36:26 PM:882,00:00.0
92,UDP,192.168.0.191,10.0.2.15,50554,92,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:882,10/26/2022 12:36:26 PM:883,00:00.0
93,UDP,192.168.0.191,10.0.2.15,50554,93,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",179.7 KB/Sec,10/26/2022 12:36:26 PM:884,10/26/2022 12:36:26 PM:885,00:00.0
94,UDP,192.168.0.191,10.0.2.15,50554,94,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:886,10/26/2022 12:36:26 PM:886,00:00.0
95,UDP,192.168.0.191,10.0.2.15,50554,95,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:887,10/26/2022 12:36:26 PM:887,00:00.0
96,UDP,192.168.0.191,10.0.2.15,50554,96,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:888,10/26/2022 12:36:26 PM:892,00:00.0
97,UDP,192.168.0.191,10.0.2.15,50554,97,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:893,10/26/2022 12:36:26 PM:893,00:00.0
98,UDP,192.168.0.191,10.0.2.15,50554,98,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:894,10/26/2022 12:36:26 PM:894,00:00.0
99,UDP,192.168.0.191,10.0.2.15,50554,99,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:894,10/26/2022 12:36:26 PM:894,00:00.0
100,UDP,192.168.0.191,10.0.2.15,50554,100,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:895,10/26/2022 12:36:26 PM:895,00:00.0
101,UDP,192.168.0.191,10.0.2.15,50554,101,Sumedha,,hostname,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:895,10/26/2022 12:36:26 PM:895,00:00.0
102,UDP,192.168.0.191,10.0.2.15,50554,102,Sumedha,,iso-tsap,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:895,10/26/2022 12:36:26 PM:895,00:00.0
103,UDP,192.168.0.191,10.0.2.15,50554,104,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:896,10/26/2022 12:36:26 PM:897,00:00.0
104,UDP,192.168.0.191,10.0.2.15,50554,105,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:898,10/26/2022 12:36:26 PM:899,00:00.0
105,UDP,192.168.0.191,10.0.2.15,50554,107,Sumedha,,rtelnet,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:899,10/26/2022 12:36:26 PM:899,00:00.0
106,UDP,192.168.0.191,10.0.2.15,50554,108,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:900,10/26/2022 12:36:26 PM:900,00:00.0
107,UDP,192.168.0.191,10.0.2.15,50554,109,Sumedha,,pop2,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:900,10/26/2022 12:36:26 PM:901,00:00.0
108,UDP,192.168.0.191,10.0.2.15,50554,110,Sumedha,,pop3,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:901,10/26/2022 12:36:26 PM:901,00:00.0
109,UDP,192.168.0.191,10.0.2.15,50554,111,Sumedha,,sunrpc,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:902,10/26/2022 12:36:26 PM:902,00:00.0
110,UDP,192.168.0.191,10.0.2.15,50554,112,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:906,10/26/2022 12:36:26 PM:906,00:00.0
111,UDP,192.168.0.191,10.0.2.15,50554,113,Sumedha,,auth,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:907,10/26/2022 12:36:26 PM:907,00:00.0
112,UDP,192.168.0.191,10.0.2.15,50554,114,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:908,10/26/2022 12:36:26 PM:909,00:00.0
113,UDP,192.168.0.191,10.0.2.15,50554,115,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:910,10/26/2022 12:36:26 PM:911,00:00.0
114,UDP,192.168.0.191,10.0.2.15,50554,116,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:911,10/26/2022 12:36:26 PM:911,00:00.0
115,UDP,192.168.0.191,10.0.2.15,50554,117,Sumedha,,uucp-path,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:911,10/26/2022 12:36:26 PM:911,00:00.0
116,UDP,192.168.0.191,10.0.2.15,50554,118,Sumedha,,sqlserv,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:912,10/26/2022 12:36:26 PM:912,00:00.0
117,UDP,192.168.0.191,10.0.2.15,50554,119,Sumedha,,nntp,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:913,10/26/2022 12:36:26 PM:914,00:00.0
118,UDP,192.168.0.191,10.0.2.15,50554,120,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:914,10/26/2022 12:36:26 PM:914,00:00.0
119,UDP,192.168.0.191,10.0.2.15,50554,121,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:914,10/26/2022 12:36:26 PM:914,00:00.0
120,UDP,192.168.0.191,10.0.2.15,50554,122,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:915,10/26/2022 12:36:26 PM:915,00:00.0
121,UDP,192.168.0.191,10.0.2.15,50554,123,Sumedha,,ntp,2,"2,944 Bytes","4,500 Bytes",191.7 KB/Sec,10/26/2022 12:36:26 PM:915,10/26/2022 12:36:26 PM:916,00:00.0
122,UDP,192.168.0.191,10.0.2.15,50554,124,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:916,10/26/2022 12:36:26 PM:917,00:00.0
123,UDP,192.168.0.191,10.0.2.15,50554,125,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:917,10/26/2022 12:36:26 PM:918,00:00.0
124,UDP,192.168.0.191,10.0.2.15,50554,126,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:918,10/26/2022 12:36:26 PM:920,00:00.0
125,UDP,192.168.0.191,10.0.2.15,50554,127,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:920,10/26/2022 12:36:26 PM:921,00:00.0
126,UDP,192.168.0.191,10.0.2.15,50554,128,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:921,10/26/2022 12:36:26 PM:921,00:00.0
127,UDP,192.168.0.191,10.0.2.15,50554,129,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:922,10/26/2022 12:36:26 PM:924,00:00.0
128,UDP,192.168.0.191,10.0.2.15,50554,130,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:925,10/26/2022 12:36:26 PM:925,00:00.0
129,UDP,192.168.0.191,10.0.2.15,50554,131,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:926,10/26/2022 12:36:26 PM:926,00:00.0
130,UDP,192.168.0.191,10.0.2.15,50554,132,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:926,10/26/2022 12:36:26 PM:926,00:00.0
131,UDP,192.168.0.191,10.0.2.15,50554,133,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:927,10/26/2022 12:36:26 PM:928,00:00.0
132,UDP,192.168.0.191,10.0.2.15,50554,134,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:928,10/26/2022 12:36:26 PM:928,00:00.0
133,UDP,192.168.0.191,10.0.2.15,50554,135,Sumedha,,epmap,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:928,10/26/2022 12:36:26 PM:929,00:00.0
134,UDP,192.168.0.191,10.0.2.15,50554,136,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:929,10/26/2022 12:36:26 PM:930,00:00.0
135,UDP,192.168.0.191,10.0.2.15,50554,137,Sumedha,,netbios-ns,2,"2,944 Bytes","4,500 Bytes",179.7 KB/Sec,10/26/2022 12:36:26 PM:931,10/26/2022 12:36:26 PM:932,00:00.0
